0.06214699	0.0008636594	0.010371325	0.053111658	0.0016485158	0.053390164	0.08318083	-0.04730643	0.2993615	0.051147915	-0.016163217	0.0017114229	0.03134665	-0.06843442	0.040651772	-0.011506949
0.103964366	-0.019034602	0.025989087	0.02839551	0.025585832	0.08574418	0.081583574	-0.023576112	0.3991247	0.060140382	0.025007408	0.07703307	-0.043416634	-0.011214955	0.0978166	0.071594045
0.072409146	-0.0122472625	0.05869913	0.036528178	-0.0031061147	0.085375786	0.095238	0.028776422	0.46587935	-0.021455884	0.08637112	0.06177213	-0.004646726	-0.031513035	0.15014923	0.07544157
0.09378641	-0.0031190189	0.0130935805	-0.0337453	0.04961368	0.06795588	0.045285854	0.013777418	0.325488	0.06010676	0.030800382	0.08199401	-0.0074383183	-0.029147312	0.13002807	0.043423764
0.09572302	0.07059714	-0.020243557	0.0063473117	0.063716926	0.028711047	0.03057898	-0.0026590826	0.21538468	0.05890564	0.028678887	0.053619847	0.048132267	-0.07312853	-0.008429662	-0.04230046
0.027459234	-0.008715661	0.021692576	-0.026643433	-0.017992567	0.13593389	0.012955408	-0.033303075	0.28121832	0.092439994	0.078217186	0.12940653	0.010948097	-0.07236933	0.04113129	-0.0024680074
0.058110185	0.0037431598	0.0035022465	-0.019490737	0.027049862	0.018560719	0.05694528	0.009150477	0.3496199	0.018663468	-0.026695458	0.075759344	-0.023221733	-0.05963418	0.04508986	0.032678097
0.11327422	0.0035411364	-0.0336234	-0.07688626	-0.015375574	-0.0047307797	0.030540217	-0.0021605631	0.34346423	0.110956274	-0.028352812	0.0978819	0.010639925	-0.08877553	0.06600749	-0.053234737
0.10919656	0.007810942	-0.0089494325	0.027110586	0.019987607	0.0857922	0.07817214	-0.015202023	0.35212928	0.097744815	0.029660624	0.073956914	0.011799346	-0.036047094	0.05932263	-0.03133667
0.04050795	-0.010511947	0.04971393	0.0047147074	-0.054240473	0.16448024	0.1640605	0.07212456	0.39783773	0.04057734	0.07423449	0.18217832	-0.06332729	-0.0046662115	0.19816114	0.07673062
0.08787029	0.0040091383	-0.06251526	0.043315426	-0.03217361	0.104974024	0.107769445	0.017222963	0.070483774	0.056790337	0.07455781	0.056273054	-0.04243275	0.011050494	0.03908765	-0.030469146
0.08456218	0.040279403	-0.016762279	-0.014796818	0.0026822246	0.061560128	0.110373326	-0.006384787	0.37114477	0.08564543	0.083298884	0.124469236	0.037251476	-0.07345858	0.12635796	-0.0022920738
0.054192267	-0.03620906	0.016183972	-0.02938456	0.03926512	0.06367711	0.030666463	-0.010556717	0.16723207	0.07350747	-0.012239043	0.10399191	-0.014697076	-0.06562937	0.030103901	0.022961378
0.12629434	0.054447033	-0.07842552	-0.049776334	0.044663865	0.06517298	-0.06384752	-0.03884078	0.10885454	0.066722855	-0.057107948	0.035449903	0.09548613	-0.10116057	-0.038712926	-0.012826467
-0.015051851	-0.005604916	0.033865724	0.0660923	0.006265203	0.06123897	0.08866356	0.007977081	0.4614404	-0.031440243	0.020774223	0.03956871	-0.036719866	-0.0072936704	0.11359112	0.0057497844
0.09389739	0.012801155	-0.017883293	-0.073482595	0.0130013805	0.07717211	0.03836157	0.0043214685	0.26313904	0.078977235	-0.04738341	-0.002827035	-0.0073519778	-0.07374157	0.041371632	-0.020023923
0.030998921	0.036625784	0.003769445	0.0020799409	0.032819945	0.07641454	0.02494922	0.013780678	0.41264272	0.054306105	-0.030926906	0.029922176	0.037110485	-0.015632823	0.08436627	-0.013614237
0.0729345	0.037512526	-0.010217949	0.0099779125	0.034362715	0.10286397	0.020660704	-0.012431925	0.25805992	0.05751743	0.05977994	0.095185	0.053939745	-0.0133189075	0.055418998	-0.005901575
0.045354337	0.029335944	-0.05476277	-0.0071544107	-0.034654934	0.08684264	0.018880717	0.006766893	0.14691547	0.06163051	0.07483001	0.086819485	0.027980803	-0.071779914	0.08323491	0.0033337858
0.0002654611	-0.023588628	-0.04779143	0.05863133	0.010509099	0.045109026	0.096440636	0.04623946	0.37619245	-0.024863714	-0.012076417	0.061245713	-0.05038768	0.027606595	0.051431276	-0.0136632845
0.084603004	0.0036181768	-0.020778695	0.0062716203	-0.011036614	0.010210943	0.003927317	0.029350804	0.37565365	0.012807082	-0.0052520446	0.029825222	-0.008967995	-0.08473653	0.008107642	0.016658906
0.1347268	0.033126276	-0.13484561	-0.030091492	0.0995662	-0.031311914	-0.015175555	-0.044896208	0.19959112	0.07165335	-0.022363076	0.03594978	0.101404965	-0.0495601	-0.005013405	-0.022237819
-0.032131482	-0.06049699	0.04134066	0.116257615	-0.06671271	0.18844326	0.16738126	0.08768542	0.33622172	-0.007632084	0.15814538	0.15705127	-0.04252343	0.024650874	0.14794125	0.062190216
0.03239169	0.047659237	0.008861427	-0.024536999	0.06464747	0.0042225276	0.07589073	-0.04782825	0.20042354	0.06195199	-0.042827453	-0.0076013794	0.03775509	0.0023644834	0.010262775	0.036167167
0.013137571	0.0031365089	0.0058908397	-0.0057649543	-0.040844318	0.07223673	0.009412072	0.0063364664	0.19859526	-0.04094165	-0.022876332	0.05124796	0.010568635	0.01463116	0.03357767	0.0334229
0.0197732	-0.0039749923	-0.05175317	-0.047479812	0.014750266	0.027339643	0.022224028	-0.018977033	0.1695427	0.02978392	-0.014357193	0.03997043	0.03607946	-0.053016353	-0.0037699456	-0.04710685
0.004337233	-0.051773563	0.014266432	0.060051322	0.014624287	0.06565346	0.069000185	0.019594908	0.32501078	0.015475745	0.018912777	0.08484948	-0.03734696	-0.05001248	0.053598214	0.010727068
0.11774183	0.08191009	-0.048877858	-0.02510765	0.023443235	0.01887175	0.030319065	-0.099049464	0.21006818	0.08648581	-0.0081124995	0.059352867	0.02534709	-0.104983926	-0.012165112	-0.077465236
0.071265675	-0.0075255237	-0.03924737	-0.025935888	-0.02443875	0.023262518	0.08778826	-0.021916348	0.42209813	0.08732098	-0.0045327526	0.0981543	0.0045345635	-0.013990123	0.089443475	0.028249543
0.02013567	0.043949567	-0.00848064	-0.034250833	-0.008269785	0.072368145	0.06617431	-0.029509053	0.19241488	0.050387844	0.042097688	0.042190343	0.006668499	-0.03055011	0.0612912	-0.014276153
0.12976882	0.026556613	-0.00915446	-0.08167921	0.061382037	0.013086747	-0.0161982	-0.013476665	0.36290625	0.022519162	0.0026908133	0.05219703	-0.008541501	-0.07390382	0.030509902	-0.03252011
